id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout_percentage,health_score,z_score,cluster
id,company_id,year,,,,,other_income,interest,depreciation,profit_before_tax,tax_percentage,,eps,dividend_payout,,-0.5751350624360134,0
373,CHOLAFIN,Mar 2013,2570.0,1410.0,688.0,472.0,18,1,22,452,32,308.0,4,16,681.0,-0.544237454572315,0
374,CHOLAFIN,Mar 2014,3279.0,1769.0,932.0,578.0,18,1,25,554,34,368.0,5,14,870.3,-0.5382184400534127,0
375,CHOLAFIN,Mar 2015,3715.0,1958.0,1061.0,696.0,19,0,30,666,33,444.0,6,11,1006.6,-0.5305943549961365,0
376,CHOLAFIN,Mar 2016,4214.0,2048.0,1266.0,899.0,21,2,22,879,35,575.0,7,12,1211.0,-0.5174528399631998,0
377,CHOLAFIN,Mar 2017,4694.0,2228.0,1322.0,1143.0,24,3,39,1107,35,718.0,9,12,1381.8,-0.5031075220264827,0
378,CHOLAFIN,Mar 2018,5559.0,2657.0,1451.0,1451.0,26,0,51,1401,34,918.0,12,11,1648.6,-0.48304414029680837,0
379,CHOLAFIN,Mar 2019,7108.0,3588.0,1632.0,1888.0,27,1,57,1832,35,1197.0,15,8,2056.8,-0.45505572278391265,0
380,CHOLAFIN,Mar 2020,8712.0,4592.0,2421.0,1699.0,20,0,111,1588,34,1054.0,13,13,2358.9,-0.4694010407206298,0
381,CHOLAFIN,Mar 2021,9583.0,4576.0,2913.0,2094.0,22,56,102,2048,26,1521.0,19,11,2859.4,-0.42255304438184027,0
382,CHOLAFIN,Mar 2022,10148.0,4298.0,2926.0,2924.0,29,84,101,2908,26,2154.0,26,8,3339.0000000000005,-0.3590524412074211,0
383,CHOLAFIN,Mar 2023,12884.0,5748.0,3621.0,3515.0,27,220,121,3615,26,2665.0,32,6,4143.700000000001,-0.3077905008881032,0
384,CHOLAFIN,Mar 2024,19163.0,9231.0,5385.0,4548.0,24,255,198,4605,26,3420.0,41,5,5809.4,-0.23205123485858273,0
385,CHOLAFIN,TTM,22502.0,10875.0,6452.0,5175.0,23,248,243,5180,,3852.0,46,,6761.6,-0.18871433032248622,0
386,CIPLA,Mar 2013,8279.0,34.0,6065.0,2214.0,27,245,330,2095,26,1545.0,19,10,3708.2000000000003,-0.4201454385742794,0
387,CIPLA,Mar 2014,10173.0,146.0,8026.0,2147.0,21,251,373,1880,25,1404.0,17,12,4416.099999999999,-0.43429012269369976,0
388,CIPLA,Mar 2015,11345.0,168.0,9183.0,2163.0,19,164,505,1654,24,1229.0,15,14,4813.6,-0.45184558170716477,0
389,CIPLA,Mar 2016,13790.0,207.0,11310.0,2480.0,18,208,754,1727,19,1383.0,17,12,5821.2,-0.43639677777531555,0
390,CIPLA,Mar 2017,14394.0,159.0,11898.0,2496.0,17,208,1323,1222,15,1035.0,13,16,5922.0,-0.47130706198494887,0
391,CIPLA,Mar 2018,15156.0,114.0,12329.0,2826.0,19,280,1323,1669,15,1417.0,18,17,6346.3,-0.4329860028812709,0
392,CIPLA,Mar 2019,16362.0,168.0,13265.0,3097.0,19,477,1326,2079,27,1492.0,19,16,6831.900000000001,-0.42546223473264305,0
393,CIPLA,Mar 2020,17132.0,197.0,13926.0,3206.0,19,344,1175,2178,29,1500.0,19,21,7132.2,-0.4246596994634561,0
394,CIPLA,Mar 2021,19160.0,161.0,14907.0,4252.0,22,266,1068,3290,27,2389.0,30,17,8194.1,-0.3354779676750538,0
395,CIPLA,Mar 2022,21763.0,106.0,17211.0,4553.0,21,99,1052,3493,27,2547.0,31,16,9269.0,-0.3196278961086111,0
396,CIPLA,Mar 2023,22753.0,110.0,17726.0,5027.0,22,293,1172,4038,30,2833.0,35,24,9731.7,-0.2909372602351768,0
397,CIPLA,Mar 2024,25774.0,90.0,19483.0,6291.0,24,552,1051,5702,27,4154.0,51,25,11342.1,-0.15841862391067799,0
398,CIPLA,TTM,26981.0,66.0,20075.0,6906.0,26,822,1087,6576,,4987.0,62,,12096.6,-0.0748546390065845,0
399,COALINDIA,Mar 2013,68303.0,46.0,50216.0,18087.0,26,8752,1813,24979,31,17356.0,27,51,32454.9,1.1659652040651234,2
400,COALINDIA,Mar 2014,70608.0,59.0,52842.0,17766.0,25,7169,1996,22880,34,15112.0,24,121,32511.399999999998,0.9408540610581776,2
401,COALINDIA,Mar 2015,74120.0,9.0,56777.0,17343.0,23,6570,2320,21584,36,13727.0,22,95,33404.5,0.8019151425801828,2
402,COALINDIA,Mar 2016,77861.0,388.0,59147.0,18714.0,24,5939,2826,21440,33,14267.0,23,121,34979.799999999996,0.8560862732503036,2
403,COALINDIA,Mar 2017,78164.0,410.0,65716.0,12448.0,16,5316,2907,14446,36,9280.0,15,133,33732.8,0.3558058498208746,2
404,COALINDIA,Mar 2018,85244.0,430.0,75956.0,9288.0,11,4975,3063,10770,35,7038.0,11,146,35984.0,0.13089534063122557,2
405,COALINDIA,Mar 2019,99586.0,264.0,74579.0,25007.0,25,5834,3450,27127,36,17464.0,28,46,44319.3,1.1767994301991473,2
406,COALINDIA,Mar 2020,96080.0,503.0,74500.0,21581.0,22,6444,3451,24071,31,16700.0,27,44,42954.2,1.1001573119917916,2
407,COALINDIA,Mar 2021,90026.0,642.0,71398.0,18628.0,21,3742,3718,18009,29,12702.0,21,78,39228.399999999994,0.6990903112156021,2
408,COALINDIA,Mar 2022,109715.0,541.0,84995.0,24721.0,23,3866,4429,23616,26,17378.0,28,60,48365.4,1.1681721760553876,2
409,COALINDIA,Mar 2023,138252.0,684.0,94020.0,44232.0,32,6560,6833,43275,27,31723.0,52,47,63566.8,2.607218230616277,2
410,COALINDIA,Mar 2024,142324.0,819.0,94352.0,47971.0,34,8396,6735,48813,23,37369.0,61,42,67079.79999999999,3.173607496844983,2
411,COALINDIA,TTM,140328.0,875.0,93717.0,46610.0,33,8145,8357,45523,,34350.0,56,,65209.9,2.8707507496355493,2
412,DABUR,Mar 2013,6140.0,5148.0,992.0,16.0,100,59,85,948,19,766.0,4,34,1221.2,-0.4982923104113608,0
413,DABUR,Mar 2014,7058.0,5897.0,1162.0,16.0,126,54,97,1136,19,916.0,5,33,1424.0,-0.4832447741141051,0
414,DABUR,Mar 2015,7795.0,6475.0,1320.0,17.0,154,40,115,1319,19,1068.0,6,33,1606.1,-0.4679966039995526,0
415,DABUR,Mar 2016,7780.0,6261.0,1518.0,20.0,217,48,133,1554,19,1254.0,7,32,1739.0,-0.4493376589909555,0
416,DABUR,Mar 2017,7614.0,6102.0,1512.0,20.0,296,54,143,1611,21,1280.0,7,31,1731.0,-0.44672941936609784,0
417,DABUR,Mar 2018,7722.0,6104.0,1617.0,21.0,291,53,162,1693,20,1358.0,8,81,1804.7,-0.43890470049152486,0
418,DABUR,Mar 2019,8515.0,6775.0,1740.0,20.0,222,60,177,1725,16,1446.0,8,34,1955.9,-0.43007681253046814,0
419,DABUR,Mar 2020,8685.0,6892.0,1792.0,21.0,205,50,220,1728,16,1448.0,8,37,1989.5000000000002,-0.4298761787131714,0
420,DABUR,Mar 2021,9562.0,7560.0,2002.0,21.0,325,31,240,2056,18,1695.0,10,50,2239.0,-0.40509790227702364,0
421,DABUR,Mar 2022,10889.0,8637.0,2252.0,21.0,308,39,253,2269,23,1742.0,10,53,2465.5,-0.4003830075705502,0
422,DABUR,Mar 2023,11530.0,9367.0,2162.0,19.0,445,78,311,2219,23,1701.0,10,54,2485.8,-0.40449600082513343,0
423,DABUR,Mar 2024,12404.0,10004.0,2400.0,19.0,482,124,399,2359,23,1811.0,10,53,2688.6000000000004,-0.39346114087381256,0
424,DABUR,TTM,12447.0,10106.0,2341.0,19.0,537,152,424,2302,,1760.0,10,,2654.8,-0.3985773032148795,0
425,DIVISLAB,Mar 2013,2145.0,1329.0,816.0,38.0,45,3,77,781,23,602.0,23,33,707.7,-0.5147442834296938,0
426,DIVISLAB,Mar 2014,2532.0,1514.0,1018.0,40.0,68,3,92,991,22,773.0,29,34,875.8000000000001,-0.4975900920508222,0
427,DIVISLAB,Mar 2015,3115.0,1942.0,1173.0,38.0,38,3,136,1072,21,852.0,32,31,1011.8000000000001,-0.4896650562676009,0
428,DIVISLAB,Mar 2016,3776.0,2354.0,1423.0,38.0,93,5,118,1393,19,1126.0,42,24,1262.5,-0.46217822329794706,0
429,DIVISLAB,Mar 2017,4064.0,2615.0,1450.0,36.0,72,3,123,1395,24,1060.0,40,25,1272.6000000000001,-0.46879913926873956,0
430,DIVISLAB,Mar 2018,3891.0,2622.0,1269.0,33.0,107,2,142,1231,29,877.0,33,30,1127.2,-0.48715713355139156,0
431,DIVISLAB,Mar 2019,4946.0,3072.0,1874.0,38.0,154,5,169,1855,27,1353.0,51,31,1605.6,-0.4394062850347667,0
432,DIVISLAB,Mar 2020,5394.0,3568.0,1826.0,34.0,186,7,186,1819,24,1377.0,52,31,1644.7999999999997,-0.4369986792272058,0
433,DIVISLAB,Mar 2021,6969.0,4102.0,2867.0,41.0,57,2,256,2666,26,1984.0,75,27,2358.8,-0.37610631567764424,0
434,DIVISLAB,Mar 2022,8960.0,5075.0,3885.0,43.0,112,2,312,3684,20,2960.0,112,27,3254.1,-0.2781970128368336,0
435,DIVISLAB,Mar 2023,7767.0,5397.0,2370.0,31.0,344,2,343,2369,23,1824.0,69,44,2223.5,-0.3921570210613837,0
436,DIVISLAB,Mar 2024,7845.0,5635.0,2210.0,28.0,335,4,378,2163,26,1600.0,60,50,2093.1,-0.4146280085986189,0
437,DIVISLAB,TTM,8614.0,6056.0,2558.0,30.0,359,3,386,2528,,1836.0,69,,2369.2000000000003,-0.39095321815760326,0
438,DLF,Mar 2013,7773.0,5140.0,2633.0,34.0,1279,2314,796,802,17,667.0,4,48,1840.8000000000002,-0.5082236843675496,0
439,DLF,Mar 2014,8298.0,5805.0,2493.0,30.0,1133,2463,663,500,-16,590.0,4,55,1819.7,-0.5159480863334742,0
440,DLF,Mar 2015,7649.0,4635.0,3014.0,39.0,503,2304,545,668,24,507.0,3,66,1879.7,-0.524274389751289,0
441,DLF,Mar 2016,9926.0,5960.0,3966.0,40.0,506,2680,766,1026,55,305.0,2,117,2312.4,-0.5445384052982601,0
442,DLF,Mar 2017,8221.0,4775.0,3446.0,42.0,1135,2980,572,1030,22,708.0,4,50,2147.5,-0.5041106911129664,0
443,DLF,Mar 2018,6707.0,4329.0,2378.0,35.0,9722,2951,534,8615,50,4477.0,25,8,3181.9000000000005,-0.126016262417254,0
444,DLF,Mar 2019,8366.0,6218.0,2148.0,26.0,784,2062,225,646,43,1314.0,6,33,2011.8000000000002,-0.4433186444720532,0
445,DLF,Mar 2020,6083.0,4937.0,1146.0,19.0,1135,1427,200,653,99,-590.0,-2,-85,719.9000000000001,-0.6343220385385526,0
446,DLF,Mar 2021,5414.0,3945.0,1469.0,27.0,383,853,159,840,43,1083.0,4,45,1420.7,-0.46649185036982704,0
447,DLF,Mar 2022,5717.0,3974.0,1743.0,30.0,195,625,149,1165,28,1500.0,6,49,1700.6000000000001,-0.4246596994634561,0
448,DLF,Mar 2023,5695.0,3969.0,1726.0,30.0,317,392,149,1502,27,2034.0,8,49,1906.9,-0.3710904702452257,0
449,DLF,Mar 2024,6427.0,4303.0,2124.0,33.0,531,356,148,2151,24,2724.0,11,45,2376.1000000000004,-0.3018718032778493,0
450,DLF,TTM,7001.0,5116.0,1885.0,27.0,662,386,150,2010,,4004.0,16,,2872.6000000000004,-0.17346616020793373,0
451,DMART,Mar 2013,3341.0,3126.0,215.0,6.0,15,43,46,141,34,94.0,2,0,437.40000000000003,-0.5657052730230665,0
452,DMART,Mar 2014,4686.0,4345.0,341.0,7.0,16,56,57,245,34,161.0,3,0,636.7,-0.5589840401436256,0
453,DMART,Mar 2015,6439.0,5983.0,456.0,7.0,20,72,82,323,34,212.0,4,0,866.9000000000001,-0.5538678778025586,0
454,DMART,Mar 2016,8584.0,7919.0,664.0,8.0,17,91,98,492,35,320.0,6,0,1187.2,-0.5430336516685346,0
455,DMART,Mar 2017,11898.0,10929.0,969.0,8.0,28,122,128,747,36,479.0,8,0,1673.7,-0.5270832631934435,0
456,DMART,Mar 2018,15033.0,13680.0,1353.0,9.0,88,60,159,1222,34,806.0,13,0,2233.4,-0.49427963406542597,0
457,DMART,Mar 2019,20005.0,18371.0,1633.0,8.0,48,47,212,1422,37,902.0,14,0,2852.8,-0.4846492108351823,0
458,DMART,Mar 2020,24870.0,22742.0,2128.0,9.0,60,69,374,1745,25,1301.0,20,0,3647.6,-0.44462276428448205,0
459,DMART,Mar 2021,24143.0,22398.0,1745.0,7.0,194,42,414,1483,26,1099.0,17,0,3378.8,-0.4648867798314531,0
460,DMART,Mar 2022,30976.0,28474.0,2502.0,8.0,114,54,498,2064,28,1492.0,23,0,4446.6,-0.42546223473264305,0
461,DMART,Mar 2023,42840.0,39201.0,3639.0,8.0,128,67,639,3060,22,2378.0,37,0,6328.5,-0.3365814536701859,0
462,DMART,Mar 2024,50789.0,46683.0,4106.0,8.0,145,58,731,3461,27,2536.0,39,0,7326.700000000001,-0.3207313821037432,0
463,DMART,TTM,57213.0,52737.0,4476.0,8.0,137,64,834,3716,,2720.0,42,,8153.700000000001,-0.3022730709124428,0
464,DRREDDY,Mar 2013,11833.0,9164.0,2669.0,23.0,146,100,550,2165,29,1527.0,18,17,2599.3999999999996,-0.42195114292995006,0
465,DRREDDY,Mar 2014,13415.0,10164.0,3251.0,24.0,170,127,648,2646,26,1963.0,23,16,3106.8,-0.3782129707592601,0
466,DRREDDY,Mar 2015,15023.0,11515.0,3508.0,23.0,260,108,760,2900,19,2336.0,27,15,3493.7,-0.3407947638334175,0
467,DRREDDY,Mar 2016,15568.0,11983.0,3585.0,23.0,295,83,939,2859,26,2131.0,25,16,3489.3,-0.36135973010633365,0
468,DRREDDY,Mar 2017,14196.0,11724.0,2472.0,17.0,172,79,1027,1554,19,1292.0,16,26,2681.4000000000005,-0.44552561646231736,0
469,DRREDDY,Mar 2018,14281.0,11930.0,2351.0,16.0,155,79,1077,1350,32,947.0,11,35,2515.4,-0.4801349499460056,0
470,DRREDDY,Mar 2019,15448.0,12270.0,3178.0,21.0,381,89,1135,2336,17,1950.0,23,17,3282.4000000000005,-0.3795170905716889,0
471,DRREDDY,Mar 2020,17517.0,15040.0,2477.0,14.0,670,98,1163,1886,-7,2026.0,24,21,3308.0,-0.3718930055144127,0
472,DRREDDY,Mar 2021,19048.0,15173.0,3874.0,20.0,335,97,1229,2884,32,1952.0,23,21,3851.8,-0.37931645675439213,0
473,DRREDDY,Mar 2022,21545.0,17778.0,3768.0,17.0,555,96,1165,3061,29,2182.0,26,23,4161.1,-0.3562435677652667,0
474,DRREDDY,Mar 2023,24670.0,18200.0,6470.0,26.0,971,143,1250,6048,25,4507.0,54,15,6216.0,-0.12300675515780284,0
475,DRREDDY,Mar 2024,28011.0,20078.0,7933.0,28.0,909,171,1470,7201,23,5578.0,67,12,7417.800000000001,-0.015567345995396909,0
476,DRREDDY,TTM,31229.0,22919.0,8311.0,27.0,862,276,1617,7280,,5448.0,64,,7800.799999999999,-0.02860854411968521,0
477,EICHERMOT,Dec 2012,6390.0,5840.0,550.0,9.0,136,4,82,600,21,475.0,12,17,995.8,-0.5274845308280369,0
478,EICHERMOT,Dec 2013,6810.0,6094.0,715.0,11.0,93,8,130,671,22,525.0,15,21,1107.7,-0.5224686853956183,0
479,EICHERMOT,Dec 2014,8738.0,7621.0,1118.0,13.0,105,10,220,993,29,702.0,23,22,1492.6000000000001,-0.5047125925648566,0
480,EICHERMOT,Mar 2016,6173.0,4484.0,1690.0,27.0,326,2,137,1877,29,1338.0,49,20,1664.9,-0.44091103866449227,0
481,EICHERMOT,Mar 2017,7033.0,4859.0,2174.0,31.0,416,4,154,2433,30,1667.0,61,16,2028.5,-0.40790677571917805,0
482,EICHERMOT,Mar 2018,8965.0,6156.0,2809.0,31.0,536,5,223,3116,30,1960.0,72,15,2529.3999999999996,-0.3785139214852052,0
483,EICHERMOT,Mar 2019,9797.0,6893.0,2904.0,30.0,701,7,300,3297,33,2203.0,81,15,2738.1000000000004,-0.3541369126836509,0
484,EICHERMOT,Mar 2020,9154.0,6971.0,2183.0,24.0,572,19,382,2355,22,1827.0,67,19,2305.9,-0.3918560703354386,0
485,EICHERMOT,Mar 2021,8720.0,6937.0,1783.0,20.0,482,16,451,2203,25,1347.0,49,34,1949.7,-0.44000818648665696,0
486,EICHERMOT,Mar 2022,10298.0,8120.0,2178.0,21.0,496,19,452,2203,24,1677.0,61,34,2358.2,-0.4069036066326943,0
487,EICHERMOT,Mar 2023,14442.0,10996.0,3446.0,24.0,908,28,526,3800,23,2914.0,107,35,3648.4000000000005,-0.2828115906346587,0
488,EICHERMOT,Mar 2024,16536.0,12206.0,4329.0,26.0,1521,51,598,5202,23,4001.0,146,35,4557.900000000001,-0.17376711093387884,0
489,EICHERMOT,TTM,17091.0,12619.0,4472.0,26.0,1729,53,661,5486,,4268.0,156,,4763.1,-0.14698249632476365,0
490,GAIL,Mar 2013,50974.0,43547.0,7427.0,15.0,887,437,1319,6558,34,4367.0,6,28,9075.300000000001,-0.13705112236857486,0
491,GAIL,Mar 2014,61765.0,53777.0,7988.0,13.0,1247,669,1644,6922,32,4786.0,7,28,10489.900000000001,-0.09501833764490718,0
492,GAIL,Mar 2015,60557.0,54926.0,5631.0,9.0,945,652,1433,4492,32,3160.0,5,24,9010.800000000001,-0.2581336311071593,0
493,GAIL,Mar 2016,52053.0,47517.0,4536.0,9.0,731,822,1496,2949,37,1874.0,3,37,7317.5,-0.38714117562896516,0
494,GAIL,Mar 2017,48552.0,42531.0,6021.0,12.0,1212,509,1541,5183,35,3374.0,5,56,8013.5,-0.23666581265640782,0
495,GAIL,Mar 2018,54496.0,46695.0,7802.0,14.0,948,295,1527,6928,31,4805.0,7,43,9715.0,-0.09311231638058812,0
496,GAIL,Mar 2019,76190.0,66252.0,9938.0,13.0,1719,159,1667,9831,33,6553.0,10,25,13224.2,0.08224163993676535,0
497,GAIL,Mar 2020,72518.0,63495.0,9022.0,12.0,3796,309,2080,10429,9,9515.0,14,31,13766.8,0.3793803233532419,0
498,GAIL,Mar 2021,57372.0,50127.0,7245.0,13.0,2833,179,2174,7725,20,6143.0,9,36,10370.500000000002,0.04111170739093302,0
499,GAIL,Mar 2022,92770.0,77608.0,15161.0,16.0,2925,202,2420,15464,20,12304.0,18,36,18750.100000000002,0.6591641815735502,0
500,GAIL,Mar 2023,145668.0,138168.0,7500.0,5.0,2822,365,2702,7256,23,5596.0,9,59,19056.2,-0.01376164163972622,0
501,GAIL,Mar 2024,133228.0,118914.0,14314.0,11.0,2672,719,3672,12595,21,9903.0,15,37,21580.4,0.41830328390881005,0
502,GAIL,TTM,136081.0,119297.0,16784.0,12.0,2893,733,4187,14758,,11541.0,18,,23262.1,0.5826223802748427,2
503,GODREJCP,Mar 2013,6412.0,5417.0,995.0,16.0,194,87,77,1025,17,845.0,8,22,1280.9,-0.49036727462813945,0
504,GODREJCP,Mar 2014,7599.0,6430.0,1169.0,15.0,62,120,82,1030,20,819.0,7,24,1441.2,-0.4929755142529971,0
505,GODREJCP,Mar 2015,8273.0,6894.0,1379.0,17.0,73,112,91,1249,22,976.0,9,21,1634.8000000000002,-0.4772257595952028,0
506,GODREJCP,Mar 2016,8424.0,6766.0,1657.0,20.0,-262,128,101,1167,29,831.0,8,24,1675.9,-0.49177171134921666,0
507,GODREJCP,Mar 2017,9268.0,7361.0,1907.0,21.0,76,154,142,1687,22,1308.0,13,39,2026.3000000000002,-0.4439205459239434,0
508,GODREJCP,Mar 2018,9847.0,7763.0,2084.0,21.0,283,173,156,2039,20,1634.0,16,42,2267.7,-0.4112172337045743,0
509,GODREJCP,Mar 2019,10314.0,8183.0,2132.0,21.0,362,238,170,2085,-12,2342.0,23,44,2612.0,-0.34019286238152724,0
510,GODREJCP,Mar 2020,9911.0,7757.0,2154.0,22.0,32,228,197,1760,15,1497.0,15,55,2240.5,-0.4249606501894012,0
511,GODREJCP,Mar 2021,11029.0,8629.0,2399.0,22.0,23,138,204,2080,17,1721.0,17,0,2515.4,-0.40248966265216596,0
512,GODREJCP,Mar 2022,12276.0,9867.0,2409.0,20.0,78,122,210,2155,17,1783.0,17,0,2667.5,-0.3962700143159669,0
513,GODREJCP,Mar 2023,13316.0,10873.0,2443.0,18.0,114,188,236,2133,20,1702.0,17,0,2748.9,-0.40439568391648506,0
514,GODREJCP,Mar 2024,14096.0,11139.0,2957.0,21.0,-2209,310,241,198,99,-561.0,-5,,2076.5,-0.6314128481877499,0
515,GODREJCP,TTM,14152.0,11156.0,2996.0,21.0,-2097,339,211,348,,-453.0,-4,,2137.0,-0.6205786220537257,0
516,GRASIM,Mar 2013,27909.0,21986.0,5924.0,21.0,824,324,1252,5171,28,3778.0,57,8,6083.5,-0.1961377815624657,0
517,GRASIM,Mar 2014,28331.0,23416.0,4915.0,17.0,576,447,1457,3586,20,2954.0,44,9,5492.6,-0.2787989142887239,0
518,GRASIM,Mar 2015,31734.0,26590.0,5144.0,16.0,530,667,1563,3443,30,2582.0,37,9,5752.6,-0.3161168043059181,0
519,GRASIM,Mar 2016,34487.0,28576.0,5911.0,17.0,1320,718,1834,4679,26,3455.0,51,9,6607.400000000001,-0.2285401430558897,0
520,GRASIM,Mar 2017,36068.0,28682.0,7387.0,20.0,1076,702,1808,5952,29,4246.0,66,8,7525.3,-0.14918946831502783,0
521,GRASIM,Mar 2018,55894.0,44281.0,11612.0,21.0,410,3663,2724,5635,35,3688.0,39,15,10552.400000000001,-0.20516630334081914,0
522,GRASIM,Mar 2019,77200.0,60560.0,16640.0,22.0,-1846,6060,3571,5163,47,2745.0,25,27,13814.4,-0.2997651481962335,0
523,GRASIM,Mar 2020,68252.0,57880.0,10373.0,15.0,7076,6890,4004,6554,-1,6639.0,65,6,12595.7,0.09086889408052531,0
524,GRASIM,Mar 2021,76404.0,57769.0,18635.0,24.0,1130,5723,4033,10009,30,6987.0,63,14,16030.5,0.1257791782901586,0
525,GRASIM,Mar 2022,95701.0,75270.0,20431.0,21.0,1648,4776,4161,13143,15,11206.0,111,9,20186.0,0.5490162158776382,0
526,GRASIM,Mar 2023,117627.0,96038.0,21589.0,18.0,3733,6044,4552,14727,25,11078.0,100,10,22674.2,0.5361756515706466,2
527,GRASIM,Mar 2024,130978.0,103783.0,27195.0,21.0,783,9277,5001,13700,28,9926.0,85,12,25230.9,0.4206105728077226,2
528,GRASIM,TTM,137116.0,109610.0,27506.0,20.0,971,10696,5437,12344,,8693.0,67,,25444.6,0.2969198244442805,2
529,HAL,Mar 2013,14328.0,13560.0,768.0,5.0,3335,5,601,3497,14,2997.0,124,28,2863.0,-0.2744852872168439,0
530,HAL,Mar 2014,15135.0,13565.0,1570.0,10.0,2618,8,603,3578,25,2693.0,28,33,3063.7,-0.3049816274459488,0
531,HAL,Mar 2015,15730.0,13379.0,2351.0,15.0,1642,15,806,3173,25,2388.0,25,20,3236.5,-0.33557828458370215,0
532,HAL,Mar 2016,16758.0,14281.0,2478.0,15.0,1598,6,863,3207,38,1998.0,28,31,3221.4,-0.37470187895656704,0
533,HAL,Mar 2017,17950.0,14714.0,3236.0,18.0,1044,16,681,3583,27,2616.0,36,31,3815.8,-0.3127060294118734,0
534,HAL,Mar 2018,18519.0,15059.0,3460.0,19.0,761,35,947,3240,39,1987.0,30,54,3688.5,-0.37580536495169914,0
535,HAL,Mar 2019,20008.0,15440.0,4569.0,23.0,376,177,1024,3742,37,2346.0,35,28,4314.5,-0.33979159474693377,0
536,HAL,Mar 2020,21445.0,16565.0,4880.0,23.0,415,359,998,3938,28,2842.0,42,39,4749.9,-0.2900344080573415,0
537,HAL,Mar 2021,22882.0,17541.0,5341.0,23.0,360,267,1157,4277,24,3239.0,48,31,5190.700000000001,-0.25020859532393797,0
538,HAL,Mar 2022,24620.0,19200.0,5420.0,22.0,986,65,1110,5231,3,5086.0,76,26,6126.8,-0.06492326505039571,0
539,HAL,Mar 2023,26928.0,20258.0,6669.0,25.0,1672,64,1784,6493,10,5811.0,87,32,7022.900000000001,0.007806493719673664,0
540,HAL,Mar 2024,30381.0,20631.0,9749.0,32.0,1899,43,1406,10199,26,7595.0,114,31,9007.2,0.18677185874836852,0
541,HAL,TTM,31154.0,21199.0,9954.0,32.0,2304,32,1182,11045,,8472.0,127,,9496.8,0.27474978763299035,0
542,HAVELLS,Mar 2013,7135.0,6461.0,674.0,9.0,222,123,110,664,12,581.0,9,16,1149.9,-0.5168509385113096,0
543,HAVELLS,Mar 2014,8051.0,7274.0,777.0,10.0,35,102,116,594,25,446.0,7,42,1218.6,-0.5303937211788398,0
544,HAVELLS,Mar 2015,8468.0,7713.0,755.0,9.0,48,96,139,569,32,385.0,6,49,1229.1000000000001,-0.5365130526063904,0
545,HAVELLS,Mar 2016,7594.0,6798.0,796.0,10.0,949,91,134,1520,14,1300.0,21,29,1520.2,-0.4447230811931304,0
546,HAVELLS,Mar 2017,6130.0,5315.0,815.0,13.0,42,13,121,723,32,494.0,8,44,1057.7,-0.5255785095637179,0
547,HAVELLS,Mar 2018,8116.0,7083.0,1033.0,13.0,97,25,140,965,31,661.0,11,4,1388.5,-0.5088255858194398,0
548,HAVELLS,Mar 2019,10073.0,8885.0,1189.0,12.0,124,16,149,1147,31,788.0,13,36,1681.6000000000001,-0.49608533842109664,0
549,HAVELLS,Mar 2020,9440.0,8374.0,1067.0,11.0,107,51,218,904,19,735.0,12,34,1560.3,-0.5014021345794604,0
550,HAVELLS,Mar 2021,10457.0,8868.0,1589.0,15.0,187,90,249,1438,27,1044.0,17,39,1943.0,-0.4704042098071135,0
551,HAVELLS,Mar 2022,13938.0,12163.0,1775.0,13.0,159,67,261,1607,26,1196.0,19,39,2407.3,-0.455156039692561,0
552,HAVELLS,Mar 2023,16911.0,15290.0,1621.0,10.0,178,55,296,1447,26,1072.0,17,44,2608.2,-0.46759533636495915,0
553,HAVELLS,Mar 2024,18590.0,16709.0,1881.0,10.0,249,84,338,1707,26,1271.0,20,44,2933.7,-0.4476322715439332,0
554,HAVELLS,TTM,20677.0,18668.0,2008.0,10.0,310,46,384,1889,,1400.0,22,,3232.1000000000004,-0.43469139032829324,0
555,HCLTECH,Jun 2013,25581.0,19901.0,5680.0,22.0,332,106,637,5270,23,4040.0,14,21,5882.5,-0.16985475149659235,0
556,HCLTECH,Jun 2014,32144.0,24108.0,8035.0,25.0,677,114,681,7917,18,6528.0,23,11,8241.1,0.07973371722055607,0
557,HCLTECH,Jun 2015,36701.0,28215.0,8486.0,23.0,1126,91,404,9117,20,7342.0,26,58,9157.300000000001,0.1613916808603305,0
558,HCLTECH,Mar 2016 9m,31136.0,24482.0,6654.0,21.0,871,74,410,7041,20,5602.0,20,40,7354.8,-0.013159740187835991,0
559,HCLTECH,Mar 2017,47568.0,37178.0,10390.0,22.0,1069,89,828,10542,18,8606.0,30,40,11320.599999999999,0.28819225339187216,0
560,HCLTECH,Mar 2018,50569.0,39323.0,11246.0,22.0,1230,69,1383,11024,21,8722.0,31,19,11923.900000000001,0.2998290147950832,0
561,HCLTECH,Mar 2019,60427.0,46501.0,13926.0,23.0,943,174,2073,12622,20,10120.0,37,11,14273.1,0.4400720530855067,0
562,HCLTECH,Mar 2020,70676.0,53360.0,17316.0,24.0,589,505,3420,13980,21,11057.0,41,25,16690.0,0.5340689964890308,0
563,HCLTECH,Mar 2021,75379.0,55331.0,20048.0,27.0,927,511,4611,15853,30,11169.0,41,24,18025.3,0.5453044902576485,0
564,HCLTECH,Mar 2022,85651.0,65122.0,20529.0,24.0,1067,319,4326,16951,20,13523.0,50,84,20137.800000000003,0.7814504932159151,2
