id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout_percentage,health_score,z_score,cluster
id,company_id,year,,,,,other_income,interest,depreciation,profit_before_tax,tax_percentage,,eps,dividend_payout,,-0.5751350624360134,0
565,HCLTECH,Mar 2023,101456.0,78828.0,22628.0,22.0,1358,353,4145,19488,24,14845.0,55,88,22876.4,0.9140694464490624,2
566,HCLTECH,Mar 2024,109913.0,85715.0,24198.0,22.0,1495,553,4173,20967,25,15710.0,58,90,24539.1,1.0008435724299038,2
567,HCLTECH,TTM,115308.0,90169.0,25139.0,22.0,2452,659,4137,22795,,17085.0,63,,25910.9,1.1387793218214146,2
568,HDFCBANK,Mar 2013,35861.0,19695.0,12631.0,3534.0,10,7133,663,10004,31,6903.0,14,19,10843.400000000001,0.1173525579636954,0
569,HDFCBANK,Mar 2014,42555.0,23445.0,13508.0,5602.0,13,8298,689,13211,34,8768.0,18,19,12935.5,0.3044435925929083,0
570,HDFCBANK,Mar 2015,50666.0,27288.0,16164.0,7214.0,14,9546,680,16079,33,10703.0,21,19,15639.800000000001,0.4985568108275073,0
571,HDFCBANK,Mar 2016,63162.0,34070.0,20055.0,9037.0,14,11212,738,19511,34,12821.0,25,19,19268.5,0.7110280233447582,0
572,HDFCBANK,Mar 2017,73271.0,38042.0,23856.0,11374.0,16,12905,886,23393,35,15317.0,30,18,22885.5,0.9614190273310937,2
573,HDFCBANK,Mar 2018,85288.0,42381.0,29532.0,13374.0,16,16057,967,28464,35,18561.0,36,18,27487.6,1.286847078986411,2
574,HDFCBANK,Mar 2019,105161.0,53713.0,34856.0,16592.0,16,18947,1221,34318,35,22446.0,41,18,33269.7,1.6765782690853346,2
575,HDFCBANK,Mar 2020,122189.0,62137.0,45459.0,14593.0,12,24879,1277,38195,29,27296.0,50,5,39693.6,2.1631152760299366,2
576,HDFCBANK,Mar 2021,128552.0,59248.0,52457.0,16848.0,13,27333,1385,42796,26,31857.0,58,11,44704.7,2.6206606963751593,2
577,HDFCBANK,Mar 2022,135936.0,58584.0,56557.0,20795.0,15,31759,1681,50873,25,38151.0,69,23,49980.1,3.2520553194080097,2
578,HDFCBANK,Mar 2023,170754.0,77780.0,63042.0,29932.0,18,33912,2345,61498,25,46149.0,82,23,60434.0,4.054389954777686,2
579,HDFCBANK,Mar 2024,283649.0,154139.0,174196.0,-44685.0,-16,124346,3092,76569,15,65446.0,84,23,97865.1,5.9902053409653115,2
580,HDFCBANK,TTM,329022.0,180600.0,206009.0,-57587.0,-18,146017,0,88430,,72168.0,91,,112054.70000000001,6.664535600899664,1
581,HDFCLIFE,Mar 2013,14060.0,15.0,13535.0,525.0,4,28,35,502,11,447.0,2,0,5750.3,-0.5302934042701913,0
582,HDFCLIFE,Mar 2014,17166.0,11.0,16561.0,605.0,4,241,41,794,9,725.0,4,14,7095.900000000001,-0.502405303665944,0
583,HDFCLIFE,Mar 2015,27215.0,-14.0,26341.0,874.0,3,79,43,924,15,786.0,4,18,11112.999999999998,-0.4962859722383934,0
584,HDFCLIFE,Mar 2016,18141.0,8.0,17187.0,953.0,5,108,45,1008,19,817.0,4,22,7487.6,-0.49317614807029386,0
585,HDFCLIFE,Mar 2017,30647.0,9.0,29674.0,972.0,3,139,41,1061,16,887.0,4,25,12516.099999999999,-0.4861539644649079,0
586,HDFCLIFE,Mar 2018,32260.0,11.0,31186.0,1074.0,3,282,44,1300,15,1107.0,6,25,13239.399999999998,-0.4640842445622661,0
587,HDFCLIFE,Mar 2019,38855.0,14.0,37640.0,1215.0,3,136,45,1291,1,1278.0,6,26,15931.7,-0.44693005318339457,0
588,HDFCLIFE,Mar 2020,29380.0,0.0,28239.0,1141.0,4,369,47,1463,11,1297.0,6,0,12156.699999999999,-0.4450240319190755,0
589,HDFCLIFE,Mar 2021,71528.0,0.0,70294.0,1235.0,2,445,51,1629,16,1361.0,7,30,29032.4,-0.43860374976557975,2
590,HDFCLIFE,Mar 2022,67126.0,0.0,66348.0,778.0,1,766,56,1487,11,1327.0,6,27,27303.399999999994,-0.4420145246596244,2
591,HDFCLIFE,Mar 2023,70207.0,0.0,70127.0,80.0,0,1437,76,1441,5,1368.0,6,30,28622.0,-0.4379015314050411,2
592,HDFCLIFE,Mar 2024,101482.0,0.0,100951.0,531.0,1,525,79,977,-61,1574.0,7,27,41169.3,-0.4172362482234766,2
593,HDFCLIFE,TTM,100772.0,0.0,100048.0,725.0,1,514,0,1239,,1747.0,8,,40935.399999999994,-0.39988142302730834,2
594,HEROMOTOCO,Mar 2014,25275.0,12.0,21722.0,3553.0,14,430,1107,2864,26,2102.0,105,62,10595.5,-0.36426892045713644,0
595,HEROMOTOCO,Mar 2015,27538.0,12.0,24018.0,3520.0,13,325,540,3292,29,2364.0,118,51,11608.8,-0.3379858903912631,0
596,HEROMOTOCO,Mar 2016,28457.0,15.0,24033.0,4424.0,16,421,443,4387,29,3112.0,157,46,12185.2,-0.26294884272228114,0
597,HEROMOTOCO,Mar 2017,28610.0,27.0,24025.0,4585.0,16,830,502,4885,27,3546.0,179,47,12403.9,-0.2194113043688879,0
598,HEROMOTOCO,Mar 2018,32458.0,31.0,27124.0,5334.0,16,564,575,5292,30,3722.0,186,51,13938.599999999999,-0.2017555284467745,0
599,HEROMOTOCO,Mar 2019,33971.0,37.0,28946.0,5025.0,15,741,624,5104,32,3466.0,172,50,14472.3,-0.22743665706075764,0
600,HEROMOTOCO,Mar 2020,29254.0,47.0,25184.0,4070.0,14,1434,846,4611,21,3659.0,182,49,12758.199999999999,-0.20807549369162193,0
601,HEROMOTOCO,Mar 2021,30959.0,46.0,26902.0,4058.0,13,553,715,3849,24,2936.0,146,72,13152.5,-0.28060461864439457,0
602,HEROMOTOCO,Mar 2022,29551.0,53.0,26295.0,3256.0,11,545,690,3058,24,2329.0,116,82,12426.400000000001,-0.3414969821939561,0
603,HEROMOTOCO,Mar 2023,34158.0,105.0,30060.0,4099.0,12,567,697,3864,28,2800.0,141,71,14373.599999999999,-0.29424771822057305,0
604,HEROMOTOCO,Mar 2024,37789.0,76.0,32554.0,5235.0,14,689,757,5090,26,3742.0,187,75,16088.9,-0.19974919027380708,0
605,HEROMOTOCO,TTM,40098.0,68.0,34537.0,5561.0,14,929,802,5620,,4133.0,207,,17136.300000000003,-0.1605252789922938,0
606,HINDALCO,Mar 2013,80193.0,2079.0,72494.0,7699.0,10,1111,2822,3909,23,3007.0,16,6,32510.1,-0.27348211813036016,2
607,HINDALCO,Mar 2014,87695.0,2702.0,79671.0,8024.0,9,677,3347,2653,20,2195.0,11,9,35153.6,-0.3549394479528379,2
608,HINDALCO,Mar 2015,104281.0,4178.0,95437.0,8844.0,8,-832,3493,340,75,259.0,4,24,40931.6,-0.5491529830960852,2
609,HINDALCO,Mar 2016,98759.0,5134.0,90981.0,7778.0,8,1500,4347,-203,99,-702.0,-1,-82,38445.0,-0.6455575323071703,2
610,HINDALCO,Mar 2017,100184.0,5742.0,87867.0,12317.0,12,1198,4457,3315,43,1882.0,8,13,39594.7,-0.38633864035977816,2
611,HINDALCO,Mar 2018,115183.0,3911.0,101488.0,13695.0,12,2879,4506,8157,25,6083.0,27,4,47136.9,0.03509269287203073,2
612,HINDALCO,Mar 2019,130542.0,3778.0,115031.0,15511.0,12,1127,4777,8083,32,5495.0,24,5,52863.7,-0.023893649413211746,2
613,HINDALCO,Mar 2020,118144.0,4197.0,103838.0,14306.0,12,906,5091,5924,36,3767.0,17,6,47333.799999999996,-0.1972412675575978,2
614,HINDALCO,Mar 2021,132008.0,3738.0,114449.0,17559.0,13,-987,6628,6206,44,3483.0,16,19,52440.5,-0.2257312696137353,2
615,HINDALCO,Mar 2022,195059.0,3768.0,166712.0,28347.0,15,1253,6729,19103,28,13730.0,61,6,80680.9,0.802216093306128,2
616,HINDALCO,Mar 2023,223202.0,3646.0,200536.0,22666.0,10,1307,7086,13241,24,10097.0,45,7,91053.0,0.43776476418659416,2
617,HINDALCO,Mar 2024,215962.0,3858.0,192090.0,23872.0,11,1519,7521,14012,28,10155.0,45,8,88059.59999999999,0.44358314488819967,2
618,HINDALCO,TTM,224018.0,3560.0,196087.0,27931.0,12,1300,7716,17955,,12488.0,56,,91809.3,0.6776224927648505,2
619,HINDUNILVR,Mar 2013,27004.0,26.0,22784.0,4220.0,16,1123,251,5066,24,3839.0,18,104,11915.199999999999,-0.19001845013491503,0
620,HINDUNILVR,Mar 2014,29234.0,41.0,24475.0,4759.0,16,792,296,5215,24,3956.0,18,71,12800.099999999999,-0.17828137182305556,0
621,HINDUNILVR,Mar 2015,31972.0,18.0,26560.0,5412.0,17,1247,322,6320,31,4376.0,20,74,13998.0,-0.13614827019073952,0
622,HINDUNILVR,Mar 2016,32186.0,17.0,26276.0,5910.0,18,486,353,6026,31,4151.0,19,83,13943.8,-0.15871957463662312,0
623,HINDUNILVR,Mar 2017,33162.0,35.0,26834.0,6328.0,19,606,432,6467,31,4490.0,21,82,14428.000000000002,-0.12471214260482516,0
624,HINDUNILVR,Mar 2018,35545.0,26.0,28046.0,7499.0,21,353,520,7306,28,5227.0,24,83,15558.899999999998,-0.05077858093097532,0
625,HINDUNILVR,Mar 2019,39310.0,33.0,30430.0,8880.0,23,322,565,8604,30,6060.0,28,78,17260.0,0.03278540397311818,0
626,HINDUNILVR,Mar 2020,39783.0,118.0,29922.0,9861.0,25,424,1002,9165,26,6756.0,31,80,17629.5,0.10260597239238478,0
627,HINDUNILVR,Mar 2021,47028.0,117.0,35402.0,11626.0,25,170,1074,10605,25,7999.0,34,119,20848.2,0.22729988984231062,0
628,HINDUNILVR,Mar 2022,52446.0,106.0,39589.0,12857.0,25,219,1091,11879,25,8892.0,38,90,23249.5,0.3168828892653064,2
629,HINDUNILVR,Mar 2023,60580.0,114.0,46433.0,14147.0,23,448,1137,13344,24,10143.0,43,91,26874.5,0.44237934198441925,2
630,HINDUNILVR,Mar 2024,61896.0,334.0,47237.0,14659.0,24,817,1216,13926,26,10282.0,44,96,27405.300000000003,0.4563233922865429,2
631,HINDUNILVR,TTM,62661.0,420.0,47902.0,14759.0,24,1461,1328,14472,,10757.0,46,,27891.300000000003,0.5039739238945193,2
632,ICICIBANK,Mar 2013,44885.0,28285.0,31684.0,-15085.0,-34,29320,625,13610,26,10130.0,15,24,15028.699999999999,0.4410752221719904,0
633,ICICIBANK,Mar 2014,49479.0,29711.0,32852.0,-13084.0,-26,30085,719,16282,28,11677.0,17,24,16857.500000000004,0.5962654798510212,2
634,ICICIBANK,Mar 2015,54964.0,32318.0,38766.0,-16120.0,-29,35252,798,18334,29,12942.0,19,24,19079.0,0.7231663692912113,2
635,ICICIBANK,Mar 2016,59294.0,33996.0,52252.0,-26955.0,-45,42102,843,14304,24,10927.0,16,29,20584.8,0.5210277983647426,2
636,ICICIBANK,Mar 2017,60940.0,34836.0,63841.0,-37737.0,-62,52458,912,13809,18,11340.0,16,14,22234.899999999998,0.56245868163652,2
637,ICICIBANK,Mar 2018,62162.0,34262.0,72806.0,-44906.0,-72,56807,922,10978,17,9100.0,12,12,22716.8,0.3377488062641677,2
638,ICICIBANK,Mar 2019,71982.0,39178.0,83775.0,-50971.0,-71,59325,946,7408,23,5689.0,7,15,24412.1,-0.004432169135427666,2
639,ICICIBANK,Mar 2020,84836.0,44666.0,85361.0,-45190.0,-53,64950,1171,18589,40,11225.0,15,0,29543.9,0.5509222371419572,2
640,ICICIBANK,Mar 2021,89163.0,42659.0,91309.0,-44805.0,-50,72174,1340,26028,22,20364.0,27,8,35493.600000000006,1.4677184652794248,2
641,ICICIBANK,Mar 2022,95407.0,41167.0,80798.0,-26558.0,-28,62129,1330,34241,25,26538.0,36,14,39083.7,2.087075059274471,2
642,ICICIBANK,Mar 2023,121067.0,50543.0,87864.0,-17341.0,-14,65112,1515,46256,26,35461.0,49,16,49182.100000000006,2.98220283514389,2
643,ICICIBANK,Mar 2024,159516.0,74108.0,99560.0,-14152.0,-9,76522,1935,60434,26,46081.0,63,16,61421.6,4.047568404989597,2
644,ICICIBANK,TTM,180551.0,86404.0,125722.0,-31575.0,-17,101817,0,70242,,52416.0,70,,70423.1,4.68307602127703,2
645,ICICIGI,Mar 2013,4012.0,8.0,4191.0,-178.0,-4,586,49,351,0,353.0,8,0,1764.1000000000001,-0.5397231936831383,0
646,ICICIGI,Mar 2014,4352.0,9.0,4578.0,-225.0,-5,817,50,533,3,520.0,12,0,1971.6,-0.5229702699388602,0
647,ICICIGI,Mar 2015,4234.0,12.0,4456.0,-221.0,-5,992,54,705,17,585.0,13,15,1950.0,-0.5164496708767161,0
648,ICICIGI,Mar 2016,6033.0,0.0,5269.0,764.0,13,0,57,708,28,507.0,11,26,2539.6,-0.524274389751289,0
649,ICICIGI,Mar 2017,7520.0,0.0,6601.0,919.0,12,-2,7,910,23,702.0,16,22,3196.9,-0.5047125925648566,0
650,ICICIGI,Mar 2018,6912.0,59.0,7174.0,-262.0,-4,1569,51,1196,28,862.0,19,17,3135.8,-0.48866188718111714,0
651,ICICIGI,Mar 2019,11163.0,70.0,9494.0,1669.0,15,-2,0,1598,34,1049.0,23,26,4717.9,-0.46990262526387166,0
652,ICICIGI,Mar 2020,11517.0,0.0,9745.0,1772.0,15,15,90,1697,30,1194.0,26,13,4907.2,-0.4553566735098578,0
653,ICICIGI,Mar 2021,12161.0,0.0,10090.0,2072.0,17,12,130,1954,25,1473.0,32,25,5246.7,-0.42736825599696215,0
654,ICICIGI,Mar 2022,16026.0,0.0,15010.0,1016.0,6,809,141,1684,24,1271.0,26,35,6817.2,-0.4476322715439332,0
655,ICICIGI,Mar 2023,17876.0,0.0,16612.0,1264.0,7,991,142,2113,18,1729.0,35,31,7715.6,-0.401687127382979,0
656,ICICIGI,Mar 2024,20487.0,0.0,17910.0,2577.0,13,112,134,2555,25,1919.0,39,28,8704.7,-0.38262691473978844,0
657,ICICIGI,TTM,23301.0,0.0,19938.0,3363.0,14,-12,0,3351,,2518.0,51,,9991.3,-0.32253708645941387,0
658,ICICIPRULI,Mar 2013,20025.0,14.0,19280.0,745.0,4,900,41,1591,5,1515.0,11,32,8541.5,-0.42315494583373053,0
659,ICICIPRULI,Mar 2014,21888.0,15.0,20384.0,1504.0,7,129,47,1572,1,1561.0,11,70,9229.2,-0.41854036803590544,0
660,ICICIPRULI,Mar 2015,34453.0,17.0,32798.0,1655.0,5,43,40,1642,0,1640.0,11,51,14271.7,-0.4106153322526841,0
661,ICICIPRULI,Mar 2016,20849.0,0.0,19008.0,1842.0,9,0,0,1842,10,1650.0,12,73,8815.699999999999,-0.40961216316620036,0
662,ICICIPRULI,Mar 2017,37816.0,15.0,36010.0,1806.0,5,130,58,1863,10,1682.0,12,63,15618.6,-0.4064020220894525,0
663,ICICIPRULI,Mar 2018,38832.0,20.0,37062.0,1771.0,5,132,44,1839,12,1619.0,11,59,16003.600000000002,-0.4127219873342999,0
664,ICICIPRULI,Mar 2019,41463.0,23.0,40922.0,541.0,1,813,57,1274,11,1139.0,8,40,16986.7,-0.4608741034855182,0
665,ICICIPRULI,Mar 2020,21025.0,0.0,21344.0,-319.0,-2,1578,61,1198,11,1067.0,7,11,8868.7,-0.468096920908201,0
666,ICICIPRULI,Mar 2021,83182.0,0.0,83572.0,-390.0,0,1669,60,1219,22,956.0,7,30,33694.2,-0.4792320977681702,2
667,ICICIPRULI,Mar 2022,63564.0,0.0,65728.0,-2163.0,-3,3191,67,961,21,759.0,5,10,25945.8,-0.4989945287718994,2
668,ICICIPRULI,Mar 2023,50478.0,0.0,52235.0,-1757.0,-3,2925,84,1085,25,813.0,6,11,20692.100000000002,-0.49357741570488733,0
669,ICICIPRULI,Mar 2024,90307.0,0.0,92136.0,-1829.0,-2,2970,113,1028,17,851.0,6,10,36646.100000000006,-0.48976537317624924,2
670,ICICIPRULI,TTM,77572.0,0.0,77251.0,321.0,0,933,0,1254,,974.0,7,,31386.3,-0.47742639341249954,2
697,INDUSINDBK,Mar 2013,6983.0,4750.0,1947.0,286.0,4,1363,73,1576,33,1061.0,20,15,1764.0,-0.4686988223600912,0
698,INDUSINDBK,Mar 2014,8254.0,5363.0,2555.0,335.0,4,1891,98,2128,34,1408.0,27,13,2222.1000000000004,-0.4338888550591063,0
699,INDUSINDBK,Mar 2015,9692.0,6272.0,3133.0,288.0,3,2548,127,2709,34,1794.0,34,12,2684.3,-0.3951665283208349,0
700,INDUSINDBK,Mar 2016,11872.0,7355.0,4188.0,329.0,3,3297,157,3469,34,2286.0,38,12,3423.8,-0.34581060926583607,0
701,INDUSINDBK,Mar 2017,14406.0,8343.0,5684.0,379.0,3,4171,191,4360,34,2868.0,48,13,4368.8,-0.2874261684324838,0
702,INDUSINDBK,Mar 2018,17281.0,9783.0,6555.0,942.0,5,4750,212,5481,34,3606.0,60,12,5325.400000000001,-0.2133922898499856,0
703,INDUSINDBK,Mar 2019,22261.0,13415.0,9283.0,-437.0,-2,5647,229,4981,34,3301.0,55,14,6244.0,-0.24398894698773893,0
704,INDUSINDBK,Mar 2020,28783.0,16724.0,12611.0,-553.0,-2,6951,278,6121,28,4418.0,64,0,8318.2,-0.1319349600275079,0
705,INDUSINDBK,Mar 2021,29000.0,15472.0,15997.0,-2469.0,-9,6559,305,3784,25,2836.0,37,14,8339.7,-0.2906363095092317,0
706,INDUSINDBK,Mar 2022,30822.0,15822.0,15840.0,-839.0,-3,7334,321,6174,25,4611.0,60,14,9510.8,-0.1125737966583722,0
707,INDUSINDBK,Mar 2023,36368.0,18776.0,15525.0,2067.0,6,8166,373,9860,25,7390.0,95,15,11663.7,0.16620689247545234,0
708,INDUSINDBK,Mar 2024,45748.0,25132.0,17638.0,2978.0,7,9388,425,11942,25,8950.0,115,14,14041.8,0.32270126996691195,0
709,INDUSINDBK,TTM,49004.0,27577.0,20104.0,1323.0,3,9521,0,10844,,8122.0,104,,14445.0,0.23963886960606032,0
710,INFY,Mar 2013,40352.0,28814.0,11538.0,29.0,2365,5,1099,12799,26,9429.0,21,25,11274.0,0.3707530692094819,0
711,INFY,Mar 2014,50133.0,36743.0,13390.0,27.0,2664,9,1317,14728,28,10656.0,23,34,13298.100000000002,0.49384191612103384,0
712,INFY,Mar 2015,53319.0,38436.0,14883.0,28.0,3430,12,1017,17284,28,12372.0,27,55,14751.2,0.6659857313616394,0
713,INFY,Mar 2016,62441.0,45362.0,17079.0,27.0,3120,0,1459,18740,28,13489.0,29,41,16768.8,0.7780397183218705,0
714,INFY,Mar 2017,68484.0,49880.0,18604.0,27.0,3050,0,1703,19951,28,14353.0,31,41,18176.2,0.8647135273940636,0
715,INFY,Mar 2018,70522.0,51700.0,18822.0,27.0,3311,0,1863,20270,21,16029.0,37,59,19115.800000000003,1.0328446662887343,2
716,INFY,Mar 2019,82675.0,62505.0,20170.0,24.0,2882,0,2011,21041,27,15410.0,35,60,20487.3,0.9707484998353922,2
717,INFY,Mar 2020,90791.0,68524.0,22267.0,25.0,2803,170,2893,22007,24,16639.0,39,45,22419.800000000003,1.0940379805642408,2
718,INFY,Mar 2021,100472.0,72583.0,27889.0,28.0,2201,195,3267,26628,27,19423.0,45,59,26188.7,1.3733202542413072,2
719,INFY,Mar 2022,121641.0,90150.0,31491.0,26.0,2295,200,3476,30110,26,22146.0,53,59,30475.0,1.646483196490823,2
720,INFY,Mar 2023,146767.0,111637.0,35130.0,24.0,2701,284,4225,33322,28,24108.0,58,73,34863.7,1.843304971258928,2
721,INFY,Mar 2024,153670.0,117245.0,36425.0,24.0,4711,470,4678,35988,27,26248.0,63,,36798.5,2.057983155766443,2
722,INFY,TTM,159988.0,121843.0,38145.0,24.0,5138,424,4675,38184,,27687.0,67,,38521.9,2.2023391873114497,2
723,IOC,Mar 2013,461780.0,447919.0,13861.0,3.0,3499,7164,5692,4504,19,3627.0,3,36,51787.7,-0.2112856347683698,1
724,IOC,Mar 2014,488345.0,471123.0,17222.0,4.0,5064,5948,6360,9978,30,6967.0,5,30,56788.7,0.12377284011719118,1
725,IOC,Mar 2015,449507.0,438932.0,10575.0,2.0,5860,4201,5219,7014,31,4872.0,3,33,50072.4,-0.08639108350114723,1
726,IOC,Mar 2016,346045.0,324007.0,22038.0,6.0,5219,3487,5698,18072,31,12413.0,8,28,46182.3,0.6700987246162227,2
727,IOC,Mar 2017,355379.0,321230.0,34149.0,10.0,4356,3743,6806,27956,27,20385.0,14,45,53938.6,1.4698251203610408,1
728,IOC,Mar 2018,421492.0,379834.0,41658.0,10.0,4331,3875,7664,34450,34,22626.0,15,90,63699.0,1.6946353126420415,1
729,IOC,Mar 2019,528158.0,492896.0,35262.0,7.0,4097,4925,8506,25927,33,17274.0,12,49,70305.40000000001,1.1577392175559569,1
730,IOC,Mar 2020,483763.0,467710.0,16053.0,3.0,-7165,5792,10273,-7177,-74,-1876.0,-1,-437,52442.4,-0.7633295830603585,1
731,IOC,Mar 2021,363950.0,324021.0,39929.0,11.0,4696,2933,10941,30751,29,21762.0,15,51,57080.7,1.6079615035698485,1
732,IOC,Mar 2022,589321.0,541563.0,47758.0,8.0,4332,5454,12348,34289,25,25727.0,18,46,83551.90000000001,2.0057180463606414,1
733,IOC,Mar 2023,841756.0,811073.0,30683.0,4.0,5124,7588,13181,15038,22,11704.0,7,42,98062.90000000001,0.5989740363845272,1
734,IOC,Mar 2024,776352.0,700706.0,75646.0,10.0,5389,7881,15866,57288,25,43161.0,30,40,117595.4,3.754643031736351,1
735,IOC,TTM,761485.0,728555.0,32930.0,4.0,7285,9231,16546,14438,,10909.0,8,,90391.9,0.5192220940090718,1
736,IRCTC,Mar 2015,1059.0,907.0,152.0,14.0,82,0,20,214,39,131.0,13,20,206.7,-0.5619935474030767,0
737,IRCTC,Mar 2016,1367.0,1176.0,190.0,14.0,139,0,21,309,39,189.0,19,40,272.1,-0.5561751667014712,0
738,IRCTC,Mar 2017,1520.0,1206.0,314.0,21.0,67,3,22,355,35,229.0,11,49,342.0,-0.5521624903555363,0
739,IRCTC,Mar 2018,1466.0,1192.0,274.0,19.0,99,3,24,346,36,221.0,11,21,321.0,-0.5529650256247233,0
740,IRCTC,Mar 2019,1870.0,1487.0,383.0,20.0,126,2,29,479,36,309.0,4,98,429.5,-0.5441371376636666,0
741,IRCTC,Mar 2020,2264.0,1562.0,703.0,31.0,77,10,40,730,30,513.0,6,39,648.7,-0.5236724882993988,0
742,IRCTC,Mar 2021,777.0,589.0,188.0,24.0,124,8,46,258,27,187.0,2,43,213.7,-0.5563758005187679,0
743,IRCTC,Mar 2022,1879.0,1005.0,874.0,47.0,72,11,49,885,26,660.0,8,42,723.5,-0.5089259027280882,0
744,IRCTC,Mar 2023,3541.0,2265.0,1276.0,36.0,148,16,54,1354,26,1006.0,13,44,1146.5,-0.47421625233575165,0
745,IRCTC,Mar 2024,4270.0,2804.0,1466.0,34.0,106,19,57,1496,26,1111.0,14,47,1318.0,-0.46368297692767263,0
746,IRCTC,TTM,4455.0,2950.0,1505.0,34.0,185,16,56,1617,,1200.0,15,,1383.8,-0.45475477205796755,0
747,IRFC,Mar 2013,5550.0,22.0,5528.0,100.0,2,4075,0,1454,64,522.0,222,21,2442.2,-0.5227696361215635,0
748,IRFC,Mar 2014,6197.0,19.0,6178.0,100.0,1,4607,0,1572,55,701.0,209,6,2773.5,-0.504812909473505,0
749,IRFC,Mar 2015,6939.0,34.0,6905.0,100.0,1,4992,0,1914,60,758.0,212,20,3088.6,-0.4990948456805478,0
750,IRFC,Mar 2016,7507.0,38.0,7468.0,99.0,1,5519,0,1950,56,849.0,188,40,3350.5,-0.489966006993546,0
751,IRFC,Mar 2017,9047.0,26.0,9021.0,100.0,0,6888,0,2133,56,934.0,143,40,4004.5999999999995,-0.48143906975843437,0
752,IRFC,Mar 2018,9267.0,38.0,9229.0,100.0,1,6638,0,2592,21,2055.0,3,18,4537.4,-0.3689838151636099,0
753,IRFC,Mar 2019,11134.0,48.0,11085.0,100.0,0,8183,0,2902,22,2255.0,2,18,5360.9,-0.3489204334339356,0
754,IRFC,Mar 2020,13421.0,66.0,13355.0,100.0,0,10163,0,3192,0,3192.0,3,0,6645.400000000001,-0.2549234900304114,0
755,IRFC,Mar 2021,15771.0,113.0,15657.0,99.0,0,11237,4,4416,0,4416.0,3,31,8060.400000000001,-0.13213559384480464,0
756,IRFC,Mar 2022,20299.0,123.0,20177.0,99.0,2,14075,14,6090,0,6090.0,5,30,10538.799999999997,0.035794911232569324,0
757,IRFC,Mar 2023,23722.0,134.0,23588.0,99.0,41,17447,14,6167,0,6167.0,5,32,11935.2,0.043519313198493934,0
758,IRFC,Mar 2024,26645.0,133.0,26513.0,100.0,10,20101,9,6412,0,6412.0,5,31,13203.2,0.06809695581734497,0
759,IRFC,TTM,26902.0,144.0,26758.0,99.0,8,20223,6,6537,,6537.0,5,,13352.2,0.08063656939839141,0
760,ITC,Mar 2013,31618.0,20398.0,11221.0,35.0,852,108,859,11106,31,7704.0,6,55,9616.7,0.19770640179104101,0
761,ITC,Mar 2014,35306.0,22227.0,13080.0,37.0,966,29,965,13052,31,9001.0,7,54,11062.4,0.32781743230797894,0
762,ITC,Mar 2015,38817.0,24566.0,14252.0,37.0,1229,91,1028,14362,32,9779.0,8,52,12076.300000000001,0.405863987236412,0
763,ITC,Mar 2016,39192.0,24661.0,14531.0,37.0,1483,78,1077,14859,36,9501.0,8,73,12086.300000000001,0.3779758866321647,0
764,ITC,Mar 2017,42768.0,27298.0,15470.0,36.0,1759,49,1153,16026,35,10477.0,8,56,13115.8,0.4758851894729753,0
765,ITC,Mar 2018,43449.0,26928.0,16521.0,38.0,2240,115,1236,17409,34,11493.0,9,56,13906.0,0.5778071686597208,0
766,ITC,Mar 2019,48340.0,29802.0,18537.0,38.0,2080,71,1397,19150,33,12836.0,10,56,15537.1,0.7125327769744838,0
767,ITC,Mar 2020,49388.0,30044.0,19344.0,39.0,2417,81,1645,20035,22,15593.0,12,82,16987.0,0.9891064941180443,0
768,ITC,Mar 2021,49257.0,32193.0,17065.0,35.0,2577,58,1646,17938,25,13383.0,11,101,15405.400000000001,0.767406126005143,0
769,ITC,Mar 2022,60645.0,40021.0,20623.0,34.0,1910,60,1732,20740,25,15503.0,12,93,18459.4,0.9800779723396909,2
770,ITC,Mar 2023,70919.0,45215.0,25704.0,36.0,2098,78,1809,25915,25,19477.0,15,100,22601.100000000002,1.3787373673083194,2
771,ITC,Mar 2024,70866.0,44634.0,26233.0,37.0,2804,80,1816,27140,24,20751.0,16,84,23264.3,1.5065411089263447,2
772,ITC,TTM,75135.0,48495.0,26640.0,35.0,2655,54,1940,27302,,20829.0,16,,23844.1,1.5143658278009178,2
773,JINDALSTEL,Mar 2013,19807.0,13701.0,6106.0,31.0,333,1067,1539,3833,24,2952.0,31,5,4999.5,-0.2789995481060206,0
774,JINDALSTEL,Mar 2014,19286.0,13487.0,5799.0,30.0,349,1807,1829,2512,25,1896.0,21,7,4432.700000000001,-0.38493420363870096,0
775,JINDALSTEL,Mar 2015,19401.0,13937.0,5464.0,28.0,-1399,2875,2733,-1543,-6,-1452.0,-14,0,3004.1000000000004,-0.7207952137934489,0
776,JINDALSTEL,Mar 2016,19469.0,16032.0,3437.0,18.0,-79,3254,4068,-3964,-22,-3087.0,-32,0,1746.7999999999997,-0.8848133594335363,0
777,JINDALSTEL,Mar 2017,21603.0,16894.0,4709.0,22.0,-362,3441,3949,-3043,-17,-2538.0,-25,0,2562.2000000000003,-0.8297393765855803,0
778,JINDALSTEL,Mar 2018,33286.0,26817.0,6469.0,19.0,-584,3866,3883,-1864,-13,-1616.0,-15,0,4626.7,-0.7372471868117818,0
